_id,beerName,abv,ibu,style,ounces,breweryId,
1232,River House Saison,0.05,,Saison / Farmhouse Ale,12,161,
1231,There Will Be Stout,0.065,,American Stout,12,161,
1831,Our Legacy IPA,0.065,60,American IPA,12,299,
1359,Saranac Shandy,0.042,,Shandy,12,299,
1135,Our Legacy IPA,0.065,60,American IPA,16,299,
960,Saranac Golden Pilsener (2003),0.051,,German Pilsener,12,299,
959,Saranac Adirondack Light (2002),0.045,,Light Lager,12,299,
958,DAX Light (1998),0.045,,Light Lager,12,299,
957,Saranac Traditional Lager (2000),0.048,,American Pale Lager,12,299,
956,Pomegranate Wheat (2008),0.047,,Fruit / Vegetable Beer,12,299,
773,Blueberry Blonde Ale,0.05,12,American Blonde Ale,12,299,
686,Saranac White IPA,0.06,,American IPA,12,299,
453,Saranac Summer Ale (2011),0.047,,American Pale Wheat Ale,12,299,
150,Saranac Pale Ale (12 oz.),0.055,,English Pale Ale,12,299,
133,Saranac Pale Ale (16 oz.),0.055,,English Pale Ale,16,299,
1578,Lahaina Town Brown,0.051,20,American Brown Ale,12,375,
1429,Pau Hana Pilsner,0.055,,Czech Pilsener,12,375,
1271,Lemongrass Saison,0.05,,Saison / Farmhouse Ale,12,375,
713,Aloha B’ak’tun,0.07,,Belgian Strong Dark Ale,12,375,
712,Liquid Breadfruit,0.082,,Fruit / Vegetable Beer,12,375,
690,Sobrehumano Palena'ole,0.06,24,American Amber / Red Ale,12,375,
547,La Perouse White,0.05,12,Witbier,12,375,
435,Flyin' HI.P.Hay,0.068,68,American IPA,12,375,
313,Mana Wheat,0.055,15,American Pale Wheat Ale,12,375,
33,Bikini Blonde Lager,0.045,18,Munich Helles Lager,12,375,
32,CoCoNut Porter,0.057,30,American Porter,12,375,
31,Big Swell IPA,0.062,65,American IPA,12,375,
1237,Pit Stop Chocolate Porter,0.037,34,American Porter,12,448,
1236,Pace Setter Belgian Style Wit,0.037,21,Witbier,12,448,
1047,Back in the Saddle Rye Pale Ale,0.037,53,American Pale Ale (APA),12,448,
1986,Bushwhacker Cider,0.069,,Cider,16,254,
1985,Weim-R-Iner,0.069,,Cider,16,254,
1984,Cherry Bomb,0.069,,Cider,16,254,
2186,Tsunami IPA,0.072,75,American IPA,19.2,203,
2185,Tsunami IPA,0.072,75,American IPA,12,203,
2184,Humpback Blonde Ale,0.042,22,American Blonde Ale,12,203,
2178,Hawaiian Crow Porter,0.052,27,American Porter,12,203,
2177,Volcano Red Ale,0.052,23,American Amber / Red Ale,12,203,
2176,Mauna Kea Pale Ale,0.054,42,American Pale Ale (APA),12,203,
1508,Shark Bait,0.053,11,Fruit / Vegetable Beer,12,393,
1507,Gator Tail Brown Ale,0.053,30,American Brown Ale,12,393,
1506,Miami Vice IPA,0.071,62,American IPA,12,393,
1325,Big Rod Coconut Ale,0.053,16,American Blonde Ale,12,393,
174,Mickey Finn's Amber Ale,0.056,,American Amber / Red Ale,12,552,
2093,Pleasure Town,0.063,61,American IPA,12,223,
1814,Pleasure Town IPA,0.063,61,American IPA,12,223,
587,Snowshoe White Ale,0.048,12,Witbier,12,223,
586,Kodiak Brown Ale,0.05,24,American Brown Ale,12,223,
434,Sockeye Red IPA,0.057,70,American IPA,12,223,
2668,Habitus (2014),0.08,100,American Double / Imperial IPA,16,3,
2667,Solis,0.075,85,American IPA,16,3,
2666,Jucundus,0.06,24,Wheat Ale,16,3,
2664,Habitus,0.08,100,American Double / Imperial IPA,16,3,
2663,Grazias,0.063,30,Cream Ale,16,3,
2662,Claritas,0.058,28,Kölsch,16,3,
2535,Vinyl Frontier,0.083,,American Double / Imperial IPA,24,65,
2534,Disco Superfly,0.08,,American IPA,24,65,
2533,Misty Mountain Hop,0.075,,American IPA,24,65,
2532,One-Hit Wonderful,0.075,,Belgian IPA,24,65,
2531,En Parfaite Harmonie,0.065,,Saison / Farmhouse Ale,24,65,
2530,Daft Funk,0.043,8,Berliner Weissbier,24,65,
2529,Love In An Ellavator,0.075,,American IPA,24,65,
2528,Spin Doctor,0.053,,American Pale Ale (APA),24,65,
1612,Keeper (Current),0.05,,American Pilsner,12,363,
1611,Better Half,0.068,,American IPA,12,363,
1273,SNO White Ale,0.048,,Witbier,16,440,
365,BRIK Irish Red Ale,0.048,,Irish Red Ale,16,440,
273,AXL Pale Ale,,,American Pale Ale (APA),16,440,
1884,Hop Freak,0.087,80,American Double / Imperial IPA,16,284,
1272,Louie's Demise Amber Ale,0.051,24,American Amber / Red Ale,16,284,
1080,Hop Happy,0.075,51,American IPA,16,284,
932,Booyah Farmhouse Ale,0.065,20,Saison / Farmhouse Ale,16,284,
776,O-Gii,0.092,,Witbier,16,284,
172,Flaming Damsel Lager (2010),0.048,18,Vienna Lager,16,284,
171,Louie’s Demise Immort-Ale (2010),0.051,24,American Amber / Red Ale,16,284,
2361,Axe Head Malt Liquor,0.099,,American Malt Liquor,24,134,
2359,Huber Bock (2014),0.054,,Bock,16,134,
2358,Minhas Light (2012),0.04,,Light Lager,12,134,
2282,Huber,0.05,,American Pale Lager,12,134,
2281,Clear Creek Ice,0.062,,American Pale Lager,16,134,
2280,Clear Creek Ice,0.062,,American Pale Lager,12,134,
2279,Mountain Crest,0.055,,American Pale Lager,16,134,
2278,Mountain Crest,0.055,,American Pale Lager,12,134,
2277,Mountain Creek (2013),0.055,,American Pale Lager,12,134,
2276,Boxer,0.05,,American Adjunct Lager,24,134,
2275,Boxer Light,0.042,,Light Lager,12,134,
2274,Boxer Ice,0.055,,American Adjunct Lager,12,134,
2273,Boxer,0.05,,American Adjunct Lager,12,134,
2442,Cortez Gold,0.05,,Belgian Pale Ale,32,98,
2441,Mission IPA,0.068,66,American IPA,32,98,
1460,El Conquistador Extra Pale Ale,0.048,44,American Pale Ale (APA),32,98,
1459,Shipwrecked Double IPA,0.092,75,American Double / Imperial IPA,32,98,
1476,Squeaky Bike Nut Brown Ale,0.04,,American Brown Ale,16,399,
902,Dead Horse Amber,0.04,,American Pale Wheat Ale,16,399,
645,Rocket Bike American Lager,0.04,,California Common / Steam Beer,16,399,
644,Johnny's American IPA,0.04,,American IPA,16,399,
337,Boneshaker Brown Ale,0.055,,English Brown Ale,24,547,
336,Iron Mike Pale Ale,0.056,,American Pale Ale (APA),24,547,
2236,Monkadelic,0.042,,American Pale Ale (APA),12,189,
2159,City of the Sun,0.075,85,American IPA,16,209,
2157,Booming Rollers,0.068,75,American IPA,16,209,
2156,Oneida,0.052,50,American Pale Ale (APA),16,209,
2154,Aurora ,0.067,75,American Amber / Red Ale,16,209,
1495,Lomaland,0.055,30,Saison / Farmhouse Ale,16,209,
1494,Fortunate Islands,0.047,46,American Pale Wheat Ale,16,209,
1493,Black House,0.058,40,American Stout,16,209,
1492,Blazing World,0.065,115,American Amber / Red Ale,16,209,
327,Wapiti Amber Ale,0.05,,American Amber / Red Ale,12,549,
719,Sweet Georgia Brown,0.054,,American Brown Ale,16,514,
718,Rich Man's IIPA,0.087,,American Double / Imperial IPA,16,514,
717,Monkey Paw Oatmeal Pale Ale,0.058,,American Pale Ale (APA),16,514,
1907,Montauk Summer Ale,0.056,28,American Blonde Ale,12,276,
1906,Driftwood Ale,0.06,49,Extra Special / Strong Bitter (ESB),12,276,
1756,When Helles Freezes Over,0.056,18,Munich Helles Lager,12,326,
1617,Morgan Street Oktoberfest,0.049,24,Märzen / Oktoberfest,12,326,
1052,Honey Wheat,0.047,14,American Pale Wheat Ale,12,326,
1051,Black Bear Dark Lager,0.046,24,Schwarzbier,12,326,
1046,Golden Pilsner,0.05,35,German Pilsener,12,326,
2413,Cali Creamin',0.052,21,Cream Ale,12,111,
419,Second Wind Pale Ale,0.05,,American Pale Ale (APA),12,540,
408,Sunny Haze,0.05,,Hefeweizen,12,540,
2237,Towhead,0.052,21,American Blonde Ale,12,188,
2208,Lil' Helper,0.07,70,American IPA,12,188,
1952,Train Wreck,0.082,,American Amber / Red Ale,16,260,
768,Full Moon Belgian White Ale,0.085,,Witbier,12,507,
625,Desert Magic IPA,0.072,,American IPA,12,507,
326,Up River Light,0.042,,Light Lager,12,507,
132,Full Moon Belgian White Ale (2007),0.085,,Witbier,12,507,
131,Dry Heat Hefeweizen (2006),0.055,,Hefeweizen,12,507,
1598,Mustang Sixty-Six,0.05,,American Amber / Red Lager,12,366,
862,Mustang '33,0.04,,American Pale Lager,12,366,
699,Session '33 (2011),0.04,,American Pale Lager,12,366,
421,Mustang Golden Ale,0.053,10,American Blonde Ale,12,366,
420,Washita Wheat,0.053,14,American Pale Wheat Ale,12,366,
2345,Gansett Light,0.037,10,Light Lager,16,143,
2224,Bohemian Pils,0.052,30,American Pilsner,16,143,
1775,Autocrat Coffee Milk Stout,0.053,30,Milk / Sweet Stout,16,143,
1291,Narragansett Bohemian Pilsner,0.086,35,German Pilsener,16,143,
1093,Narragansett Summer Ale,0.042,24,American Pale Wheat Ale,12,143,
580,Narragansett Cream Ale,0.05,22,Cream Ale,16,143,
403,Narragansett Summer Ale,0.042,24,American Pale Wheat Ale,16,143,
316,Narragansett Porter,0.07,22,American Porter,16,143,
315,Narragansett Bock,0.065,32,Bock,16,143,
314,Narragansett Fest Lager,0.055,15,Märzen / Oktoberfest,16,143,
1537,Undun Blonde Ale,0.053,,American Blonde Ale,16,387,
1536,CuDa Cascadian Dark Ale,0.074,,American Black Ale,16,387,
1265,Old Grogham Imperial India Pale Ale,0.085,86,American Double / Imperial IPA,16,387,
747,Old Grogham Imperial India Pale Ale (2012),0.085,86,American Double / Imperial IPA,16,387,
746,CuDa Cascadian Dark Ale (2012),0.074,,American Black Ale,16,387,
654,Undun Blonde Ale (2012),0.053,,American Blonde Ale,16,387,
1705,Wick For Brains,0.061,11,Pumpkin Ale,12,337,
1148,Nebraska India Pale Ale,0.065,65,American IPA,12,337,
1147,EOS Hefeweizen,0.048,10,Hefeweizen,12,337,
1146,Brunette Nut Brown Ale,0.048,15,English Brown Ale,12,337,
1145,Cardinal Pale Ale,0.057,29,American Pale Ale (APA),12,337,
1758,County Line IPA,0.066,,American IPA,12,325,
1757,Trauger Pilsner,0.048,,German Pilsener,12,325,
2475,Slow Ride,0.045,40,American IPA,12,82,
2230,Ranger IPA,0.065,70,American IPA,12,82,
1987,Shift,0.05,29,American Pale Lager,12,82,
1978,1554 Black Lager,0.056,21,Euro Dark Lager,12,82,
1975,Blue Paddle,0.048,,Czech Pilsener,12,82,
1737,California Route,0.055,,American Amber / Red Lager,12,82,
1707,Snapshot,0.052,,American Pale Wheat Ale,16,82,
1690,Sunshine Wheat Beer,0.048,,American Pale Wheat Ale,12,82,
1586,Fat Tire Amber Ale,0.052,18,American Amber / Red Ale,12,82,
952,Shift (1),0.05,29,American Pale Lager,12,82,
748,Fat Tire Amber Ale (2011),0.052,18,American Amber / Red Ale,12,82,
578,Shift,0.05,29,American Pale Lager,16,82,
564,Ranger IPA,0.065,70,American IPA,16,82,
563,Fat Tire Amber Ale,0.052,18,American Amber / Red Ale,16,82,
115,Ranger IPA (Current),0.065,70,American IPA,12,82,
72,Sunshine Wheat Beer (2009),0.048,,American Pale Wheat Ale,12,82,
71,Fat Tire Amber Ale (2008),0.052,18,American Amber / Red Ale,12,82,
1417,Weiss Trash Culture,0.034,6,Berliner Weissbier,12,410,
885,Sea Hag IPA,0.062,,American IPA,12,410,
884,Elm City Pilsner,0.05,,American Pilsner,12,410,
757,Atlantic Amber Ale (2004),0.05,,American Amber / Red Ale,12,410,
568,668 Neighbor of the Beast12 oz.,0.09,,Belgian Pale Ale,12,410,
320,Gandhi-Bot Double IPA (12 oz.),0.088,85,American Double / Imperial IPA,12,410,
43,668 Neighbor of the Beast (16 oz.) (2010),0.09,,Belgian Pale Ale,16,410,
42,Gandhi-Bot Double IPA (16 oz.) (2010),0.088,85,American Double / Imperial IPA,16,410,
41,Elm City Lager (2007),0.05,,American Pilsner,12,410,
40,Atlantic Amber Ale (2007),0.05,,American Amber / Red Ale,12,410,
39,Sea Hag IPA (Current),0.062,,American IPA,12,410,
2272,Rebirth Pale Ale,0.05,,American Pale Ale (APA),12,174,
1582,Irish Channel Stout,0.068,,American Stout,16,174,
1114,MechaHopzilla,0.088,,American Double / Imperial IPA,16,174,
486,Hopitoulas IPA,0.065,,American IPA,16,174,
485,NOLA Brown Ale,0.039,,English Dark Mild Ale,12,174,
484,NOLA Blonde Ale,0.049,,American Blonde Ale,12,174,
2043,Skylight,0.056,20,Dunkelweizen,12,241,
2042,Kadigan,0.056,30,American Blonde Ale,12,241,
2041,Dammit Jim!,0.052,50,American Amber / Red Ale,12,241,
646,Nut Brown Ale,0.054,,English Brown Ale,12,518,
165,White Ale,0.046,,Witbier,12,518,
2050,Cream Ale,0.042,35,Cream Ale,12,238,
915,Green Head IPA,0.072,,American IPA,12,495,
914,Plum Island Belgian White,0.054,,Witbier,12,495,
913,Newburyport Pale Ale,0.055,,American Pale Ale (APA),12,495,
1811,Marblehead,0.055,,American Amber / Red Ale,16,305,
1622,Jam Session,0.051,31,American Pale Ale (APA),16,359,
1621,Hop Drop 'N Roll IPA,0.072,80,American IPA,16,359,
1307,Paleo IPA,0.06,,English India Pale Ale (IPA),12,431,
1306,Buck Snort Stout,0.061,,American Stout,12,431,
1305,Station 33 Firehouse Red,0.055,,Irish Red Ale,12,431,
1304,Slimy Pebble Pils,0.045,,German Pilsener,12,431,
2692,Get Together,0.045,50,American IPA,16,0,
2691,Maggie's Leap,0.049,26,Milk / Sweet Stout,16,0,
2690,Wall's End,0.048,19,English Brown Ale,16,0,
2689,Pumpion,0.06,38,Pumpkin Ale,16,0,
2688,Stronghold,0.06,25,American Porter,16,0,
2687,Parapet ESB,0.056,47,Extra Special / Strong Bitter (ESB),16,0,
1854,Blue Boots IPA,0.069,,American IPA,16,293,
1227,Hoppy Bitch IPA,0.063,,American IPA,16,450,
1226,Three Skulls Ale Pale Ale,0.063,42,American Pale Ale (APA),16,450,
541,Walter's Premium Pilsener Beer,0.045,,German Pilsener,12,529,
109,Floppin' Crappie,0.045,,American Pale Wheat Ale,12,529,
1917,Left of the Dial IPA,0.043,,American IPA,12,271,
1190,Notch Session Pils,0.04,,Czech Pilsener,12,271,
1264,O'Fallon Pumpkin Beer,0.055,,Pumpkin Ale,12,442,
1258,5 Day IPA,0.061,66,American IPA,12,442,
128,O'Fallon Wheach,0.051,7,Fruit / Vegetable Beer,12,442,
2331,Watershed IPA,0.067,70,American IPA,12,150,
1669,Oakshire Amber Ale,0.054,24,American Amber / Red Ale,12,150,
1668,Overcast Espresso Stout,0.058,27,American Stout,12,150,
999,Watershed IPA (2013),0.067,70,American IPA,12,150,
2247,Lake Monster,0.082,25,Baltic Porter,16,184,
2071,London Homesick Ale,0.049,27,English Bitter,12,184,
2070,Luchesa Lager,0.048,35,Keller Bier / Zwickel Bier,12,184,
2069,Slow Ride,0.048,35,American Pale Ale (APA),12,184,
2192,Occidental Hefeweizen,0.047,,American Pale Wheat Ale,16,200,
1130,Occidental Dunkel,0.051,,Dunkelweizen,16,200,
1129,Occidental Altbier,0.05,,Altbier,16,200,
1081,Occidental Kölsch,0.045,,Kölsch,16,200,
2335,Perpetual Darkness,0.092,72,Belgian Strong Dark Ale,12,148,
2334,Clan Warrior,0.087,29,Scotch Ale / Wee Heavy,12,148,
2333,Psycho Penguin Vanilla Porter,0.054,36,American Porter,12,148,
1721,Heliocentric Hefeweizen,0.047,,Hefeweizen,12,148,
1720,Ghose Drifter Pale Ale,0.051,,American Pale Ale (APA),12,148,
1431,Ghost Rider Pale Ale (2013),0.051,,American Pale Ale (APA),12,148,
1430,Helios Hefeweizen (2013),0.047,,Hefeweizen,12,148,
1059,The Hole in Hadrian's Wall,0.095,19,Scottish Ale,16,471,
1058,33 Select Brown Ale,0.065,26,American Brown Ale,16,471,
603,Midwest Charm Farmhouse Ale,0.06,29,Saison / Farmhouse Ale,16,471,
602,Boji Blue Pale Ale,0.05,45,American Pale Ale (APA),16,471,
601,Winter Games Select #32 Stout,0.057,26,American Stout,16,471,
600,Boji Beach Golden Rye Ale,0.05,23,Rye Beer,16,471,
1828,Hopsmith Pale Lager,0.06,,American Pale Lager,16,301,
1487,Falling Down Brown Ale,0.065,65,American Brown Ale,16,301,
1486,Resolution Rye Stout,0.068,,American Stout,16,301,
1485,Plowshare Porter,0.055,,American Porter,16,301,
1394,Old Forge Pumpkin Ale,0.046,20,Pumpkin Ale,16,301,
1381,Endless Sun Ale,0.045,,American Pale Wheat Ale,16,301,
900,Celestial Blonde Ale,0.065,,American Blonde Ale,16,301,
891,Overbite IPA,0.075,,American IPA,16,301,
509,T-Rail Pale Ale,0.055,,American Pale Ale (APA),16,301,
508,Endless Summer Ale (2011),0.048,,American Pale Wheat Ale,16,301,
1530,Clem's Gold,0.053,,American Pale Lager,16,390,
1529,Lizzy's Red,0.055,,American Amber / Red Lager,16,390,
1528,Orlison India Pale Lager,0.067,,American Pale Lager,16,390,
1527,Brünette,0.042,,Euro Dark Lager,16,390,
1526,Havanüther,0.041,,Light Lager,16,390,
2113,Lyric Ale,0.065,,Saison / Farmhouse Ale,12,216,
2112,Atalanta,0.053,,Saison / Farmhouse Ale,12,216,
2302,Pinner Throwback IPA,0.049,35,American IPA,12,166,
1883,Centennial State Pale Ale,0.052,,American Pale Ale (APA),19.2,166,
1859,Old Chub NITRO,0.08,,Scotch Ale / Wee Heavy,16,166,
1796,The CROWLER™,,,,32,166,
1790,CAN'D AID Foundation,,,,12,166,
1752,Icey.P.A.,,,American IPA,16,166,
1751,One Nut Brown,0.05,,English Brown Ale,12,166,
1750,Birth IPA,,,American IPA,12,166,
1444,Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,166,
1252,Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,166,
1167,Mama's Little Yella Pils,0.053,35,Czech Pilsener,19.2,166,
993,oSKAr the G'Rauch,0.085,,American IPA,19.2,166,
992,oSKAr the G'Rauch,0.085,,American IPA,16,166,
955,Dale's Pale Ale,0.065,65,American Pale Ale (APA),19.2,166,
933,The Deuce,0.07,,American Brown Ale,16,166,
892,Dale's Pale Ale (10 Year Anniversary),0.065,65,American Pale Ale (APA),12,166,
828,Dale's Pale Ale (2012),0.065,65,American Pale Ale (APA),12,166,
806,Gordon Imperial Red (2010),0.087,85,American Double / Imperial IPA,12,166,
755,Dale's Pale Ale (2011),0.065,65,American Pale Ale (APA),12,166,
754,Dale's Pale Ale (2010),0.065,65,American Pale Ale (APA),12,166,
726,G'KNIGHT (16 oz.),0.087,85,American Double / Imperial IPA,16,166,
720,15th Anniversary Abbey Ale (2012),0.09,,Belgian Dark Ale,16,166,
661,Chaka,0.08,,Belgian Strong Pale Ale,16,166,
585,HGH (Home Grown Hops): Part Duh,0.08,70,American Strong Ale,12,166,
565,Deviant Dale's IPA,0.08,,American Double / Imperial IPA,16,166,
391,One Hit Wonder,0.09,60,American Double / Imperial IPA,12,166,
388,G'KNIGHT (12 oz.),0.087,85,American Double / Imperial IPA,12,166,
8,Ten Fidy Imperial Stout,0.099,98,Russian Imperial Stout,12,166,
7,Mama's Little Yella Pils,0.053,35,Czech Pilsener,12,166,
6,GUBNA Imperial IPA,0.099,100,American Double / Imperial IPA,12,166,
5,Old Chub,0.08,35,Scottish Ale,12,166,
4,Gordon Ale (2009),0.087,85,American Double / Imperial IPA,12,166,
1,Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,166,
805,Gordon (2005),0.092,85,American Double / Imperial IPA,12,503,
804,Ten Fidy Imperial Stout (2008),0.095,98,Russian Imperial Stout,12,503,
803,Ten Fidy Imperial Stout (2007),0.099,98,Russian Imperial Stout,12,503,
787,Old Chub (2008),0.08,35,Scottish Ale,12,503,
786,Old Chub (2004),0.08,35,Scottish Ale,12,503,
785,Old Chub (2003),0.08,35,Scottish Ale,12,503,
745,Dale's Pale Ale (2008),0.065,65,American Pale Ale (APA),12,503,
744,Dale's Pale Ale (2006),0.065,65,American Pale Ale (APA),12,503,
743,Dale's Pale Ale (2004),0.065,65,American Pale Ale (APA),12,503,
742,Dale's Pale Ale (2003),0.065,65,American Pale Ale (APA),12,503,
741,Dale's Pale Ale (2002),0.065,65,American Pale Ale (APA),12,503,
734,Leroy (2005),0.052,,American Brown Ale,12,503,
733,Gordon Beer (2006),0.087,60,American Double / Imperial IPA,12,503,
1533,G'KNIGHT,0.087,85,American Double / Imperial IPA,12,389,
1532,Ten Fidy,0.099,98,Russian Imperial Stout,12,389,
1328,Deviant Dale's IPA,0.08,85,American Double / Imperial IPA,16,389,
1175,Old Chub,0.08,35,Scottish Ale,12,389,
1166,Dale's Pale Ale,0.065,65,American Pale Ale (APA),19.2,389,
1065,Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,389,
1908,Fresh Slice White IPA,0.055,45,American White IPA,12,275,
1946,Overgrown American Pale Ale,0.055,55,American Pale Ale (APA),12,261,
1961,Ozark American Pale Ale,0.04,39,American Pale Ale (APA),12,259,
1684,Hula Hoppie Session IPA,0.048,,American IPA,12,341,
927,Dirty Hippie Dark Wheat,0.053,,American Dark Wheat Ale,12,341,
1268,Rustic Red,0.052,23,Irish Red Ale,16,441,
697,Stimulator Pale Ale,0.053,48,American Pale Ale (APA),16,441,
696,Old Town Ale,0.045,22,Kölsch,16,441,
695,Car 21,0.044,28,English Bitter,16,441,
694,Cache La Porter,0.05,24,American Porter,16,441,
1805,Rodeo Rye Pale Ale,0.042,35,American Pale Ale (APA),12,307,
1048,Outlaw IPA,0.062,65,American IPA,12,307,
1043,North Fork Lager,0.044,,American Pale Lager,12,307,
890,Payette Pale Ale,0.048,35,American Pale Ale (APA),12,307,
775,Mutton Buster,0.055,25,American Brown Ale,12,307,
1087,Side Kick Kölsch,0.05,,Kölsch,12,468,
1931,Fresh Cut Pilsner,0.046,,American Pilsner,12,266,
1930,Summer Session Ale,0.05,61,American Pale Wheat Ale,12,266,
2238,Lobo Lito,0.04,12,Light Lager,12,187,
2144,Robert Earl Keen Honey Pils,0.05,17,American Pilsner,12,187,
2175,Mound Builder IPA,0.065,77,American IPA,12,205,
2168,Amazon Princess IPA,0.062,62,American IPA,12,205,
1956,Farmer's Daughter Wheat,0.042,,American Pale Wheat Ale,12,205,
1794,People's Pilsner,0.045,,German Pilsener,12,205,
2633,Hotbox Brown,0.055,10,American Brown Ale,12,13,
2632,Gold,0.048,15,American Blonde Ale,12,13,
2631,Black,0.058,,American Black Ale,12,13,
2630,98 Problems (Cuz A Hop Ain't One),0.065,65,American IPA,12,13,
2629,Veteran’s Pale Ale (VPA),0.05,40,American Pale Ale (APA),12,13,
2628,Grapefruit IPA,0.05,35,American IPA,12,13,
1062,Pete's ESP Lager (1998),0.051,,American Pale Lager,12,470,
1061,Pete's Wicked Summer Brew (1995),0.047,,American Pale Wheat Ale,12,470,
1060,Pete's Wicked Bohemian Pilsner (1997),0.049,,Czech Pilsener,12,470,
1056,Pete's Wicked Pale Ale (1997),,,American Pale Ale (APA),12,470,
1055,Pete's Wicked Summer Brew (2002),0.047,,American Pale Wheat Ale,12,470,
1054,Pete's Wicked Summer Brew (1997),0.047,,American Pale Wheat Ale,12,470,
1053,Pete's Wicked Summer Brew (1996),0.047,,American Pale Wheat Ale,12,470,
2635,Sparkle,0.041,12,American Pale Lager,16,11,
1404,North 45 Amber Ale,0.059,25,American Amber / Red Ale,16,11,
1403,Horny Monk,0.069,20,Dubbel,16,11,
1402,Mind's Eye PA,0.067,74,American IPA,16,11,
2312,Camelback,0.061,60,American IPA,12,157,
1636,Local 5 Pale Ale,0.056,,American Pale Ale (APA),16,355,
1518,Devils Head Red Ale,0.073,,American Amber / Red Ale,16,355,
1384,Elephant Rock IPA,0.07,75,American IPA,12,355,
1797,Black Bay Milk Stout,0.05,,Milk / Sweet Stout,12,310,
1437,Atom Splitter Pale Ale,0.05,,American Pale Ale (APA),12,310,
1791,Hot Date Ale,0.06,20,Chile Beer,16,314,
1540,Masked Bandit IPA,0.07,,American Black Ale,16,314,
1491,Sweet Potato Ale,0.06,24,Fruit / Vegetable Beer,16,314,
1335,Float Trip Ale,0.045,18,American Blonde Ale,16,314,
847,Old Tom Porter,0.055,25,American Porter,16,314,
846,Black Walnut Wheat,0.045,18,American Dark Wheat Ale,16,314,
521,McKinney Eddy Amber Ale,0.055,20,American Amber / Red Ale,16,314,
479,Missouri Mule India Pale Ale,0.07,70,American IPA,16,314,
2559,Blood of the Unicorn,0.065,,American Amber / Red Ale,16,52,
1760,GreyBeard™ IPA,0.069,51,American IPA,12,324,
1759,Pisgah Pale Ale,0.057,31,American Pale Ale (APA),12,324,
1589,PONTO S.I.P.A.,0.045,,American IPA,16,370,
1457,Chronic Ale,0.049,,American Amber / Red Ale,16,370,
1191,Swami's India Pale Ale,0.068,,American IPA,16,370,
2336,New Cleveland Palesner,0.05,,American Pilsner,12,147,
2553,Mazzie,0.054,45,American Pale Ale (APA),12,55,
1909,Big Chuck Barleywine,0.099,,American Barleywine,12,274,
335,Ponderosa IPA,,,American IPA,12,548,
64,Liquid Amber Ale,,,American Amber / Red Ale,12,548,
2360,Morning Wood Wheat (Current),0.059,14,American Pale Wheat Ale,12,135,
1463,Hideout Helles,0.069,17,Munich Helles Lager,12,135,
1462,Dead Eye Dunkel,0.06,15,Munich Dunkel Lager,12,135,
1461,Peacemaker Pilsner,0.058,21,Czech Pilsener,12,135,
711,Over the Rail Pale Ale,0.057,68,American Pale Ale (APA),12,135,
188,Pallavicini Pilsner (2009),0.058,21,Czech Pilsener,12,135,
130,Morning Wood Wheat (Current),0.059,14,American Pale Wheat Ale,12,135,
399,Pyramid Hefeweizen (2011),0.052,18,Hefeweizen,12,544,
82,Haywire Hefeweizen (2010),0.052,18,Hefeweizen,16,544,
2031,Golden Fleece,0.045,35,Belgian Pale Ale,12,246,
2030,Smoking Mirror,0.055,30,American Porter,12,246,
2269,Rahr's Blonde,0.046,,Munich Helles Lager,12,176,
2229,Pride of Texas Pale Ale,0.058,60,American Pale Ale (APA),12,176,
2370,18th Anniversary Gose,0.044,5,Gose,12,128,
2211,White (2015),0.046,25,Witbier,12,128,
1861,BLAKKR,0.099,85,American Black Ale,12,128,
1718,Firemans #4 Blonde Ale (2013),0.051,21,American Blonde Ale,12,128,
1290,The Sword Iron Swan Ale,0.059,,English Pale Ale,12,128,
1091,Hans' Pils (2015),0.053,52,German Pilsener,12,128,
1086,Four Squared (2015),0.06,50,American Blonde Ale,12,128,
830,Firemans #4 Blonde Ale (2015),0.051,21,American Blonde Ale,12,128,
1021,Watership Brown Ale,0.072,55,American Brown Ale,12,475,
938,Gangway IPA,0.062,55,American IPA,12,475,
715,Long Day Lager,0.049,,Czech Pilsener,12,475,
2516,Farmer's Daughter Blonde,0.051,17,American Blonde Ale,16,68,
2515,Pump House IPA,0.055,45,American IPA,16,68,
2514,Suicide Blonde IPA,0.07,,Belgian IPA,16,68,
2513,Vanilla Porter,0.047,25,American Porter,16,68,
2512,Honey Rye,0.058,18,Rye Beer,16,68,
1467,Happy Cider,0.055,,Cider,16,403,
945,Long Hammer IPA,0.065,44,American IPA,16,487,
583,Long Hammer IPA,0.065,44,American IPA,12,487,
339,Copper Hook (2011),0.058,27,American Amber / Red Ale,12,487,
1375,Nectar of the Hops,0.08,,Mead,16,421,
1374,Sunshine Nectar,0.08,,Mead,16,421,
1373,Black Raspberry Nectar,0.08,,Mead,16,421,
2087,Blood Orange Wit,0.05,16,Witbier,16,225,
2414,Consilium,0.05,40,American Pale Ale (APA),12,110,
1581,Hammer & Sickle,0.09,60,Russian Imperial Stout,12,110,
1176,Redacted Rye IPA,0.07,100,American IPA,16,110,
1006,Elevation Triple India Pale Ale,0.099,100,American Double / Imperial IPA,12,110,
1005,5:00 O'Clock Afternoon Ale,0.05,25,American Blonde Ale,16,110,
